분류|대출건수합계|평균대출건수
326.14092|19|19.0
839.65|19|3.17
453.23|19|19.0
456|19|4.75
338.091|19|9.5
380.924|19|19.0
381.0|19|4.75
770.9|19|6.33
982.994102|19|19.0
383.70912|19|9.5
521.75|19|6.33
334.31|19|2.38
739.83|19|3.8
658.018|19|19.0
653.234|19|9.5
670.118|19|19.0
513.8077|19|19.0
593.3|19|6.33
513.4|19|3.17
567.435|19|4.75
350.03|19|9.5
594.545|19|19.0
513.753|19|9.5
223.8|19|9.5
518.6|19|4.75
340.9|19|3.8
330.8|19|6.33
330.99|19|9.5
112.70912|19|9.5
160.211|19|19.0
331.40942|19|19.0
519.35|19|9.5
366.4077|19|19.0
982.102|19|9.5
792.6|19|6.33
609.1|19|19.0
549.22|19|9.5
331.39|19|19.0
138.5|19|19.0
517.44|19|6.33
519.4795|19|19.0
811.7082|19|6.33
430.04|19|19.0
285|19|6.33
233.5087|19|9.5
361.52|19|3.17
321.5509|19|19.0
558.33352|19|19.0
558.344|19|19.0
917.8|19|3.17
331.50942|19|19.0
516.92421|19|19.0
514.251|19|3.17
450.911|19|9.5
674|19|3.8
674.1|19|4.75
688.0912|19|3.17
325.9027|19|9.5
325.7099|19|9.5
591.04|19|19.0
591.2|19|9.5
359.0027|19|9.5
491.909|19|19.0
349.009|19|19.0
670.903|19|9.5
131|19|19.0
911.88|19|1.19
811.3|19|1.9
394.059|19|19.0
698.0913|19|9.5
811.3609|19|4.75
327.0732|19|19.0
326.298|19|6.33
498.52|19|9.5
363.7|19|6.33
220.82|19|1.46
519.92|19|19.0
675.6|19|9.5
441.2|19|19.0
556.72|19|19.0
843.6ㅂ111ㅈ|19|19.0
862.081|19|2.71
517.027|19|3.8
799.1099|19|19.0
326.4|19|1.58
792.89|19|4.75
369.22|19|6.33
022|19|4.75
517.335|19|19.0
526.17|19|19.0
437.072|19|9.5
228.74|19|9.5
233.73|19|3.8
525.231|19|19.0
633.0|19|19.0
325.0732|19|9.5
210.1|19|6.33
981.9402|19|19.0
233.41|19|9.5
152.7|19|4.75
513.99434|19|6.33
13.9|19|6.33
70.077|19|19.0
911.56|19|19.0
210.3|19|9.5
361.3|19|9.5
325.504|19|19.0
984.292|19|19.0
739.4|19|4.75
739.45|19|9.5
325.61|19|9.5
674.2099|19|9.5
522.71|19|9.5
602.23|19|19.0
320.915|19|9.5
981.99302|19|19.0
913.037|19|6.33
668.04|18|9.0
708.0|18|6.0
340.959|18|6.0
984.3|18|18.0
338.53|18|18.0
1.07|18|18.0
121.68|18|6.0
120.0|18|9.0
309.124|18|9.0
354.2|18|9.0
153.4|18|2.0
513.9726|18|18.0
359.13|18|1.12
512.604|18|4.5
187.41|18|18.0
736.0|18|4.5
725.03|18|9.0
238.25|18|6.0
109.9|18|6.0
126.1|18|9.0
524.66|18|6.0
325.71|18|18.0
240.9|18|18.0
410.2|18|9.0
409.8|18|18.0
513.9723|18|18.0
540.0911|18|3.0
711.2503|18|3.0
451.0|18|9.0
326.14|18|2.0
326.11863|18|18.0
676.9|18|18.0
524.2|18|4.5
911.0034|18|18.0
069.092|18|9.0
512.48|18|4.5
428.2|18|18.0
527.389|18|9.0
740 4|18|18.0
678.2099|18|9.0
910.01|18|3.0
909.54099|18|6.0
739.41|18|18.0
362.0077|18|18.0
364.077|18|18.0
162.45|18|2.57
390.132|18|6.0
564.8|18|9.0
998.6|18|9.0
594.513|18|18.0
364.152|18|6.0
528.2|18|9.0
980.027|18|3.6
164.4|18|9.0
942.2|18|9.0
5.45|18|18.0
473.8|18|9.0
472.529|18|18.0
926.9|18|18.0
600.9203|18|18.0
563.076|18|18.0
562.9|18|9.0
949.3|18|18.0
327.0928|18|18.0
679.311|18|3.6
420.148|18|18.0
418.71|18|9.0
982.8802|18|18.0
365.025|18|3.6
561.82|18|18.0
922.02|18|9.0
329.0942|18|6.0
165.7099|18|18.0
593.2024|18|6.0
328.9|18|6.0
610.9206|18|18.0
475.09|18|18.0
211.18|18|18.0
911.79|18|1.29
594.5099|18|18.0
236.912|18|6.0
451.027|18|18.0
421.14|18|18.0
892.91|18|2.25
329.0911|18|1.38
512.16|18|9.0
001.079|18|9.0
921.08|18|18.0
559.72|18|9.0
559.7043|18|9.0
916.9|18|18.0
539.1|18|4.5
151.518|18|18.0
336.59|18|3.0
981.19302|18|18.0
233.21|18|18.0
141|18|3.6
516.2|18|18.0
330.904|18|9.0
329.14|18|9.0
677.0|18|18.0
551.11|18|18.0
230.92|18|18.0
310.9|18|6.0
301.099|18|18.0
327.85034|18|3.6
160.222|18|9.0
586.7|18|9.0
532.841|18|18.0
789|18|3.0
70.439|18|18.0
555.24|18|18.0
554.1|18|3.0
558.95|18|6.0
911.98|18|2.25
431.469|18|18.0
539.15|18|1.12
327.2092|18|18.0
181.703|18|18.0
535.914|18|9.0
327.0733|18|18.0
517.14|18|6.0
375.4911|18|6.0
558.3309|18|18.0
227.6|18|2.57
670.24|18|18.0
920.01|18|9.0
392.1914|18|6.0
539.90912|18|18.0
519.97|18|18.0
519.9099|18|18.0
326.34092|18|18.0
558.3251|18|18.0
539.97077|18|9.0
484.54|18|9.0
613.7|18|9.0
340.2511|18|18.0
224.9|18|6.0
981.14202|18|18.0
340.925|18|6.0
511.1398|18|18.0
189.26|18|18.0
372.44|18|9.0
346.42|18|2.57
236.85|18|6.0
236.41|18|4.5
236.4|18|2.25
452.3|18|3.6
511.11|18|18.0
385.4|18|4.5
20.9|18|4.5
596.81099|18|18.0
555|18|3.6
987.102|18|18.0
512.6|18|18.0
498.0911|18|9.0
568.58|18|9.0
568.4|18|6.0
694.304|18|6.0
593.1|18|18.0
981.59902|18|18.0
183.233|18|18.0
630.8|18|6.0
689.5|18|3.6
370.11|18|4.5
323.75|18|6.0
323.74|18|6.0
199.3|18|18.0
911.0025|18|1.8
811.3509|18|1.38
631.7|18|4.5
631.22|18|18.0
350.55|18|9.0
375.49|18|9.0
923.1|18|6.0
201.0911|18|3.6
530.911|18|4.5
668.54|18|3.6
209.15|18|9.0
691.73204|18|18.0
821.209|18|4.5
325.5027|18|4.5
209.18|18|3.6
219.3|18|9.0
510.1|18|6.0
510.91|18|18.0
377.231|18|6.0
639.5099|18|18.0
005.756|18|18.0
814.4|18|9.0
873.099|18|18.0
863.099|18|18.0
376.6268|18|18.0
695.804|18|3.6
459.2|18|18.0
602.3|18|6.0
998.151|18|18.0
340.9124|18|6.0
425.8|17|1.7
427.2|17|8.5
289.09|17|17.0
291.13|17|5.67
986|17|5.67
987.3|17|17.0
20.4|17|8.5
412.5|17|5.67
439.9|17|3.4
441.1|17|8.5
409.8126|17|17.0
320.014|17|2.43
455|17|3.4
235.8271|17|5.67
477.3114|17|8.5
394.30942|17|17.0
228.6|17|3.4
489.575|17|17.0
226.912|17|8.5
493.35|17|4.25
321.32034|17|5.67
391.6|17|1.42
220.109|17|17.0
220.91|17|2.43
498.004|17|8.5
510.733|17|17.0
511.117|17|8.5
189.04|17|17.0
184.4099|17|17.0
185.52|17|17.0
511.184|17|8.5
511.186|17|8.5
511.4004|17|17.0
511.497|17|17.0
173|17|5.67
160.204|17|17.0
152.5099|17|8.5
321.58|17|3.4
513.42|17|8.5
120|17|17.0
121.4|17|8.5
513.992|17|4.25
513.99404|17|4.25
514.93|17|17.0
517.0913|17|8.5
013.913|17|8.5
519.0913|17|8.5
519.38|17|2.43
004.099|17|3.4
981.9902|17|17.0
152.412|17|17.0
522.71|17|3.4
381.30913|17|2.83
525.62|17|5.67
982.024|17|17.0
526.0911|17|3.4
526.3|17|8.5
380.91199|17|1.21
527.418604|17|2.83
530.0911|17|4.25
530.262|17|8.5
923.6|17|17.0
531.023|17|3.4
532.8077|17|17.0
535.023|17|8.5
209.9|17|8.5
914.1|17|8.5
378.6|17|4.25
379.04|17|8.5
539.156|17|8.5
377.804|17|4.25
542.96|17|5.67
543.404|17|17.0
843.409|17|8.5
547.07|17|17.0
840.81|17|17.0
376.634|17|17.0
813.6109|17|2.12
558.309|17|5.67
558.3253|17|8.5
559.409|17|2.83
559.7732|17|5.67
221.6|17|8.5
981.189|17|8.5
565.09|17|17.0
759.7|17|4.25
743.0|17|0.85
743.1|17|17.0
566.796|17|3.4
567.2|17|17.0
714.403|17|2.83
569.9865|17|2.83
375.204|17|17.0
571.804|17|8.5
699.5|17|5.67
698.6|17|3.4
575.7076|17|17.0
692.07|17|3.4
577.2|17|5.67
223.13|17|8.5
981.179|17|8.5
586.221|17|1.7
678.72|17|8.5
673.2|17|4.25
594.91|17|17.0
632.0|17|8.5
610.8|17|17.0
371.0926|17|2.43
606.0|17|8.5
370.912|17|2.12
598.13|17|8.5
595.42|17|8.5
601.091|17|17.0
233.021|17|17.0
607.3|17|8.5
609.102|17|17.0
609.1105|17|8.5
609.21|17|8.5
579.12|17|17.0
617.3|17|8.5
630.99|17|5.67
367.425|17|5.67
654.8|17|2.83
546.1|17|17.0
547.1|17|17.0
547.72|17|8.5
541.5|17|8.5
661.8|17|8.5
535.879|17|8.5
366.242|17|2.12
366.39|17|8.5
668.8592|17|17.0
530.6|17|8.5
234.14|17|8.5
233.31|17|17.0
233.42|17|17.0
942.04|17|5.67
942.14|17|5.67
530.41|17|5.67
670.929|17|8.5
527.57|17|8.5
526.53|17|17.0
673.313|17|17.0
673.829|17|17.0
674.7|17|8.5
233.791|17|17.0
519.17|17|17.0
679.311|17|1.06
514.986|17|17.0
329.441|17|8.5
688.4|17|5.67
330.1|17|4.25
512.292|17|5.67
504.0|17|2.83
495.17|17|5.67
698.33099|17|17.0
484.5025|17|17.0
699.204|17|5.67
331.36|17|8.5
710.91|17|2.12
453.1|17|17.0
349.141012|17|17.0
239.4|17|8.5
238.599|17|4.25
450.968|17|17.0
362.115|17|4.25
718.02|17|1.13
428.568|17|17.0
362.01|17|2.12
362.077|17|8.5
413.85|17|17.0
331.404|17|17.0
728.33|17|17.0
735.2|17|17.0
739.8|17|8.5
388.113|17|8.5
377.001|17|17.0
309.163|17|17.0
915.03|17|8.5
799.9|17|8.5
800.18|17|17.0
802.0664|17|5.67
375.22|17|8.5
360.28|17|2.43
372.4|17|8.5
371.3|17|5.67
370.182|17|17.0
370.71|17|17.0
360.0099|17|17.0
810.904|17|1.7
368.111|17|8.5
364.0077|17|17.0
813.6209|17|1.31
359.11|17|5.67
820.902|17|3.4
321.561|17|17.0
912.066|17|17.0
350.911|17|8.5
359.06|17|3.4
346.11|17|4.25
841.099|17|3.4
853.099|17|3.4
350.8|17|1.89
859.7099|17|5.67
859.8109|17|17.0
334.245|17|5.67
331.50913|17|17.0
879.09|17|8.5
881.099|17|17.0
331.404|17|17.0
350.3104|17|5.67
892.93|17|17.0
328.51|17|5.67
323.58|17|4.25
911.95|17|3.4
897.1099|17|17.0
326.393|17|4.25
326.165|17|4.25
350.219|17|5.67
325.83|17|8.5
325.346|17|17.0
324.56|17|17.0
309.11587|17|8.5
415.3|17|17.0
301.52099|17|17.0
420.9|17|5.67
991|17|5.67
999.85|17|1.13
420.42|16|8.0
998.1|16|8.0
999.11|16|1.6
521.79|16|16.0
521.795|16|16.0
928.03|16|8.0
911.01|16|1.45
540.16027|16|8.0
540.9|16|8.0
542.8034|16|8.0
527.4|16|4.0
679.231|16|5.33
310.17|16|16.0
410.2|16|8.0
236.86|16|16.0
600.48594|16|16.0
600.902|16|16.0
600.44|16|8.0
598.133|16|3.2
595.44|16|16.0
673.811|16|4.0
349.94|16|16.0
912.004|16|16.0
322.82|16|4.0
897|16|16.0
409.1|16|8.0
897.7309|16|16.0
442.1|16|4.0
448.78|16|8.0
310.04|16|16.0
912.126|16|16.0
539.2|16|2.29
911.64|16|4.0
673.4|16|2.67
329.2|16|2.0
543.95|16|5.33
545.3|16|8.0
329.4012|16|3.2
683.11|16|4.0
684.04|16|4.0
234.12|16|5.33
332.68|16|8.0
331.545|16|16.0
331.372|16|16.0
337.6|16|4.0
338.04|16|16.0
326.181|16|4.0
600.2|16|16.0
324.09|16|16.0
519.38|16|16.0
519.22|16|4.0
329.077|16|16.0
548.96|16|16.0
549.37|16|8.0
325.24099|16|8.0
823.709|16|5.33
826.0|16|4.0
862.099|16|5.33
594.515|16|16.0
374.42|16|2.67
679.72|16|5.33
592.33|16|8.0
235.604|16|5.33
555.24|16|8.0
233.61|16|16.0
687.0911|16|16.0
949.1|16|5.33
532.4|16|2.29
324.073|16|8.0
516.1|16|16.0
512.804|16|16.0
981.5802|16|16.0
594.55264|16|16.0
481.16|16|8.0
481.497|16|8.0
481.6|16|8.0
320.93|16|8.0
393|16|4.0
70.434|16|5.33
337.091|16|8.0
853.3|16|16.0
335.0|16|16.0
981.18802|16|16.0
525.9542|16|8.0
981.15502|16|16.0
337.37|16|16.0
233.017|16|8.0
670.8|16|16.0
558.344|16|8.0
559.31519|16|8.0
340.928|16|16.0
488.59|16|16.0
594.019092|16|16.0
326.7111|16|1.6
592.022|16|4.0
688.60913|16|16.0
981.1102|16|8.0
559.4243|16|5.33
511.16|16|16.0
511.116|16|16.0
497.60911|16|16.0
982.994802|16|16.0
688.0915|16|5.33
688.309|16|16.0
495.6025|16|16.0
497.091199|16|16.0
695.95|16|3.2
697.97|16|3.2
226.913|16|8.0
912.22|16|4.0
491.93|16|4.0
392.18|16|8.0
495.98|16|5.33
341.6|16|16.0
522.10911|16|3.2
998.5|16|4.0
994.2|16|4.0
559.649|16|5.33
810.829|16|1.07
540.092042|16|16.0
662.504|16|16.0
549.864|16|8.0
360.073|16|4.0
581.3|16|3.2
573.5|16|16.0
691.9|16|8.0
338.0923|16|16.0
338.111|16|16.0
594.343|16|16.0
484.7|16|8.0
476.9|16|16.0
695.9|16|4.0
457.0|16|5.33
710.94|16|5.33
710.98|16|4.0
810.9062|16|1.33
193.8|16|8.0
375.16|16|4.0
360.18|16|4.0
362.1109|16|8.0
362.01|16|8.0
220.3|16|1.33
220.34|16|5.33
182.21|16|16.0
982.3|16|16.0
160.31|16|8.0
656.04|16|5.33
657.109|16|8.0
540.21|16|8.0
214.1|16|8.0
796.7|16|16.0
982.8402|16|16.0
134.5|16|16.0
570.37|16|16.0
572.88|16|5.33
570.0|16|5.33
569.2|16|8.0
573.63|16|16.0
696.3|16|8.0
326.109|16|5.33
609.91|16|8.0
326.70924|16|16.0
558.324|16|16.0
013.099|16|4.0
519.311|16|16.0
519.344|16|8.0
519.4251|16|8.0
011.204|16|1.14
519.54|16|16.0
024.9103|16|16.0
797.2|16|8.0
913.004|16|5.33
320.914|16|16.0
320.099|16|8.0
320.181|16|16.0
390.1|16|3.2
186.2|16|8.0
511.212|16|16.0
322.1|16|5.33
023.24|16|8.0
517.962|16|16.0
513.977|16|5.33
513.9943|16|16.0
436.3|16|16.0
331.372|16|16.0
430.1|16|16.0
569.9861|16|1.45
630.4|16|5.33
367.6|16|5.33
632.2|16|8.0
563.6|16|8.0
710.4|16|4.0
701.9|16|4.0
616.34|16|2.67
982.993|16|16.0
791.84|16|8.0
361.6|16|3.2
394.2|16|16.0
513.33|16|5.33
144.2|16|2.0
388.603|16|1.6
166.85099|16|16.0
512.427|16|16.0
512.5704|16|8.0
556.5|16|16.0
653.2043|16|16.0
735.9|16|16.0
566.843077|16|16.0
639.09|16|8.0
724.03|16|8.0
413.846|16|16.0
331.509671|16|16.0
410.77|16|16.0
513.85204|16|5.33
100.99|16|16.0
710.99|16|8.0
433.2|16|16.0
309.152|16|5.33
412.86|16|5.33
436.11|16|16.0
372.44|16|5.33
642.09|16|8.0
429.14|16|3.2
990.91|16|16.0
5.751|16|16.0
991.87|16|16.0
911.038|16|8.0
327.94023|16|16.0
610.921|16|8.0
609.205|16|8.0
600.903|16|16.0
998|16|8.0
986.2802|16|16.0
20.99|15|7.5
594.576|15|5.0
370.926|15|3.0
598.144|15|7.5
897.2|15|7.5
325.72|15|7.5
325.956|15|5.0
911.035|15|15.0
326.18092|15|15.0
425.2|15|3.75
430.099|15|3.75
289|15|15.0
998.45|15|15.0
652.0|15|5.0
238.992|15|5.0
710.91|15|7.5
375.322|15|7.5
375.20942|15|7.5
559.345|15|15.0
367.433|15|15.0
388.0911|15|5.0
513.8325|15|15.0
396.6|15|15.0
733|15|0.94
731|15|3.0
414.35|15|15.0
126.4|15|7.5
566.9864|15|15.0
739.71|15|7.5
739.61|15|5.0
745.03|15|15.0
566.31|15|15.0
554.92|15|15.0
653.2042|15|15.0
723.1|15|1.36
512.8027|15|7.5
165.2|15|2.5
983.77|15|15.0
377.268|15|5.0
512.8704|15|15.0
388.0|15|3.75
744.03|15|7.5
392.0|15|7.5
376.474|15|15.0
325.96076|15|15.0
325.94076|15|7.5
701.1|15|3.0
325.9034|15|3.75
512.8099|15|5.0
426.0|15|15.0
331.3763|15|15.0
718.8|15|3.75
513.925|15|15.0
513.895|15|3.75
711.27|15|2.14
454.9|15|15.0
023.5|15|0.79
982.68|15|15.0
511.42|15|15.0
182.671|15|3.0
186.3034|15|15.0
372.94|15|5.0
372.47|15|7.5
309.129|15|7.5
320.92|15|5.0
516.37|15|3.75
321.82|15|7.5
514.22|15|15.0
012.909|15|3.75
381.750927|15|15.0
519.034|15|15.0
921.01|15|15.0
558.3252|15|15.0
584.04|15|15.0
573.32|15|15.0
618.3|15|7.5
339.09|15|15.0
340.952|15|7.5
559.309|15|15.0
785.8|15|15.0
562.11|15|3.75
802.06636|15|15.0
561.14|15|7.5
540.11|15|15.0
183.223|15|15.0
004.24|15|7.5
499.749|15|15.0
813.608.|15|15.0
362.1122|15|7.5
375.48|15|3.75
389.0912|15|3.0
190.9|15|15.0
510.9815|15|7.5
368.12|15|5.0
004.614|15|7.5
710.8|15|5.0
472.1|15|15.0
701.034|15|15.0
005.52|15|15.0
477.979|15|15.0
486.6|15|5.0
484.54|15|15.0
484.4025|15|7.5
698.23|15|5.0
981.168|15|7.5
691.72|15|15.0
574.68|15|7.5
695.104|15|5.0
613.85|15|7.5
581.32|15|7.5
810.9061|15|1.5
370.9|15|3.75
195.4|15|3.75
222.0|15|7.5
221.91|15|7.5
668.89491|15|15.0
666.8|15|5.0
523.6|15|1.36
520.91|15|7.5
491.36|15|15.0
491.48|15|15.0
342.23|15|7.5
342.133|15|2.5
833.603|15|15.0
832.66|15|15.0
349.12029|15|7.5
349.12011|15|15.0
823.609|15|3.0
220.18|15|7.5
321.55535|15|15.0
321.55004|15|15.0
525.735|15|7.5
523.732|15|15.0
695.703|15|7.5
499.746|15|15.0
559.42|15|3.0
688.0924|15|15.0
374.684|15|15.0
581.5|15|7.5
609.27|15|15.0
593.231|15|15.0
609.04|15|5.0
489.67|15|5.0
984.81|15|15.0
69.1|15|15.0
558.909|15|15.0
811.607|15|5.0
233.101|15|5.0
938|15|7.5
513.992|15|7.5
980.027|15|5.0
527.4103|15|15.0
981.155|15|15.0
335.94|15|5.0
70.433|15|15.0
484.85|15|7.5
484.5025|15|5.0
484.10911|15|15.0
481.505|15|15.0
981.602|15|15.0
525.76|15|3.75
690.4|15|5.0
680.925|15|3.75
528.9|15|15.0
513.896|15|7.5
513.858|15|15.0
472.034|15|15.0
326.18092|15|15.0
592.357|15|7.5
603.4|15|5.0
594.538|15|7.5
326.463|15|7.5
340.91863|15|15.0
230.8|15|0.88
478|15|5.0
335.5|15|5.0
833.0|15|15.0
549.70911|15|7.5
839.45|15|3.75
527.64|15|15.0
519.55|15|15.0
342.158|15|3.75
210.3|15|15.0
324.09|15|7.5
323.8491|15|15.0
231.31|15|7.5
231.18|15|15.0
955|15|15.0
676.24|15|15.0
233.03|15|1.88
402.3|15|15.0
325.023|15|5.0
520.99|15|3.75
329.211|15|3.75
525.44|15|15.0
911.0728|15|5.0
539.979|15|5.0
327.535|15|15.0
235.732|15|15.0
235.731|15|5.0
235.6511|15|5.0
457.0911|15|3.75
409.25|15|15.0
322.8342012|15|15.0
326.180911|15|2.5
326.463|15|7.5
238.2588|15|7.5
673.4929|15|15.0
671.63|15|7.5
373.25|15|2.14
593.018|15|15.0
535.7|15|5.0
981.5|15|7.5
680.2|15|7.5
517.5023|15|3.75
679.73|15|1.15
541.4|15|7.5
924.036|15|15.0
414.33|15|15.0
301.40911|15|5.0
985.902|15|15.0
324.8|15|5.0
325.342|15|15.0
260|15|5.0
431.072|14|4.67
420.163|14|7.0
433.021|14|14.0
248|14|14.0
435.43|14|7.0
640.911|14|14.0
594.83|14|7.0
429.1|14|7.0
309.118|14|4.67
309.1183|14|7.0
925.14|14|7.0
925.9|14|14.0
235.733|14|4.67
540.11|14|7.0
540.13|14|14.0
527.2|14|14.0
678.2|14|14.0
537.6|14|2.8
538.6|14|3.5
539.5|14|14.0
911.98|14|7.0
525.767|14|14.0
522.2|14|14.0
522.4|14|4.67
377.09|14|2.8
546.1|14|7.0
842.099|14|7.0
529.0911|14|4.67
671.5|14|4.67
365.07|14|3.5
365.077|14|7.0
534.1|14|1.56
219.1|14|7.0
338.24|14|2.0
981.47|14|14.0
233.696|14|14.0
548.1|14|14.0
831.609|14|7.0
556.12|14|2.8
820.0|14|7.0
688.034|14|14.0
528.09|14|14.0
928.5|14|14.0
929.08|14|14.0
924.06|14|4.67
924.5|14|14.0
682.111|14|7.0
513.14|14|14.0
511.5099|14|14.0
380.91195|14|1.56
513.99463|14|14.0
338.01|14|2.8
530.42|14|14.0
325.393|14|14.0
559.34|14|7.0
559.412|14|4.67
694.5|14|14.0
498.05|14|7.0
525.36|14|7.0
984.26302|14|14.0
982.994102|14|14.0
513.813|14|14.0
495.9025|14|7.0
152.28|14|14.0
004.07|14|4.67
523.3|14|14.0
691.74|14|14.0
539.7094221|14|14.0
531.15|14|7.0
338.30911|14|2.8
344.7|14|2.33
344.8|14|1.56
553.33|14|14.0
367.2913|14|14.0
152.66|14|7.0
155.8|14|3.5
159.9|14|14.0
484.4|14|7.0
481.63|14|7.0
701.017|14|2.8
695.8099|14|7.0
495.2025|14|3.5
322.9501|14|7.0
331.31|14|14.0
004.5784|14|14.0
367.05|14|4.67
561.4|14|14.0
325.56|14|14.0
711.28|14|2.8
301.0912|14|4.67
301.09|14|2.8
382.2|14|14.0
005.73077|14|14.0
005.576|14|14.0
717.6077|14|14.0
322.259|14|14.0
385.6|14|7.0
514.98|14|14.0
029.0911|14|3.5
517.245|14|4.67
513.9762|14|14.0
450.962|14|7.0
451.31|14|14.0
714.903|14|4.67
440.7|14|14.0
556.382|14|14.0
556.10911|14|14.0
566.45|14|14.0
566.5077|14|14.0
131.5|14|14.0
723.4|14|14.0
125|14|14.0
558.9|14|4.67
718.99|14|14.0
568.023|14|3.5
568.89|14|3.5
569.3077|14|4.67
569.4099|14|14.0
713.0|14|1.0
569.64|14|14.0
325.856|14|14.0
569.904|14|1.56
361.492|14|3.5
392.17|14|14.0
390.9|14|14.0
744.5|14|7.0
152.213|14|7.0
513.325|14|4.67
135.2|14|4.67
138.5|14|3.5
102.0|14|4.67
169.9258|14|7.0
166.04|14|14.0
165.212|14|14.0
160.221|14|7.0
152.679|14|4.67
331.9011|14|7.0
569.6|14|7.0
568.3|14|7.0
632.5|14|7.0
701.5|14|2.33
71.1|14|4.67
792.5|14|4.67
913.4|14|3.5
309.12981|14|14.0
331.542|14|14.0
380.9126|14|14.0
370.9237|14|14.0
183.233|14|14.0
321.56|14|7.0
573.0|14|3.5
368.13|14|2.8
573.51|14|7.0
375.073|14|14.0
368.121|14|4.67
367.416|14|7.0
321.535|14|3.5
390.19|14|2.33
390.9141|14|14.0
389.093|14|14.0
375.43|14|7.0
362.04|14|4.67
359.1|14|7.0
499.72|14|14.0
204.14|14|4.67
360.07|14|7.0
695.2|14|14.0
580|14|4.67
224.0|14|7.0
223.56|14|3.5
392.301|14|7.0
321.521|14|7.0
491.96|14|7.0
495.2025|14|2.0
496.64|14|7.0
221.0915|14|14.0
363.76|14|14.0
812.7|14|3.5
823.503|14|7.0
30.0|14|2.8
489.965|14|14.0
609.25|14|4.67
589.71|14|14.0
584.1|14|3.5
584.68|14|4.67
320.91104|14|4.67
320.9231|14|14.0
42.0|14|14.0
340.9311|14|4.67
350.70911|14|7.0
860.099|14|7.0
334.73|14|7.0
477.32|14|14.0
477.5|14|14.0
340.9111|14|7.0
340.92|14|7.0
481.13|14|4.67
326.473|14|14.0
686.0|14|4.67
687.15|14|7.0
590.143|14|14.0
684.7|14|2.8
592.15|14|14.0
592.304|14|7.0
471.54|14|14.0
864.09|14|14.0
331.63|14|14.0
233.239|14|4.67
472.504|14|2.8
472.52621|14|14.0
326.180929|14|14.0
592.805|14|14.0
675.7|14|14.0
326.39076|14|4.67
594.561|14|7.0
594.576|14|7.0
233.088|14|14.0
231.48|14|14.0
338.14|14|1.56
370.941|14|14.0
336.42|14|0.61
321.63|14|7.0
409.24|14|7.0
899|14|2.0
326.37|14|2.33
446.6|14|7.0
238.191|14|14.0
451.3|14|7.0
454.04|14|4.67
454.05|14|2.0
911.63|14|2.8
600.45|14|7.0
600.5|14|14.0
600.0|14|7.0
595.36|14|14.0
374.029|14|2.8
370.9491|14|7.0
326.371|14|7.0
326.176|14|4.67
350.18|14|2.8
911.0603|14|2.8
325.452|14|14.0
335.92|14|4.67
609.9203|14|14.0
594.363|14|14.0
668.49|14|4.67
372.8|14|3.5
326.189012|14|14.0
658.099|14|14.0
594.55342|14|14.0
654.48|14|14.0
653.257|14|14.0
594.561|14|7.0
992.4|14|3.5
339.5|14|2.0
340.915|14|4.67
290.99|13|13.0
998.84|13|6.5
999|13|4.33
714.6|13|3.25
362.111|13|2.17
452.0|13|4.33
451.5|13|13.0
711.403|13|6.5
640.0|13|13.0
594.7104|13|6.5
647.0|13|13.0
594.575|13|13.0
653.13|13|6.5
658.5|13|3.25
594.5442|13|13.0
666.5|13|13.0
661.8|13|13.0
350.14|13|1.08
436|13|1.44
412.897|13|1.86
674.1|13|6.5
600.454|13|13.0
370.9269|13|13.0
594.5198|13|13.0
670.7|13|4.33
610.924|13|4.33
326.3353|13|6.5
326.322|13|13.0
640.99|13|6.5
721.22|13|6.5
721.209|13|13.0
720.9|13|1.3
331.3741011|13|13.0
116.2|13|6.5
513.81904|13|6.5
394.51|13|13.0
517.2|13|4.33
516.932|13|4.33
309.211|13|1.62
897.709|13|3.25
671.5709|13|13.0
671.1|13|6.5
373.9|13|4.33
593.245|13|3.25
674.28|13|6.5
025|13|2.17
516.04|13|4.33
322.831|13|2.17
383.34|13|1.86
282.0|13|13.0
307.32|13|13.0
518.501|13|13.0
236.913|13|2.6
237.31|13|13.0
237.3|13|4.33
238.243|13|6.5
411.7|13|13.0
969.8|13|4.33
233.07|13|6.5
592.0073|13|13.0
472.52638|13|4.33
519.57|13|6.5
012.76|13|13.0
013.925|13|6.5
131.6|13|13.0
513.635|13|6.5
152.04|13|4.33
152.2105|13|13.0
361.25|13|1.62
484.9|13|13.0
982.37|13|13.0
180.3|13|6.5
981.63|13|13.0
520.099|13|13.0
331.3712|13|3.25
701.95|13|13.0
512.83994|13|13.0
604.2208|13|13.0
374.539|13|4.33
326.439|13|13.0
594.55359|13|6.5
587.0911|13|6.5
453.915|13|13.0
453.909|13|13.0
236.3|13|4.33
331.13|13|13.0
457.29743|13|6.5
329.01|13|4.33
912.022|13|13.0
688.0926|13|6.5
326.165023|13|2.6
592.04|13|13.0
592.91|13|13.0
592.304|13|13.0
321.6077|13|13.0
388.34298|13|13.0
388.3141|13|6.5
166.83|13|6.5
512.103|13|6.5
991.18|13|13.0
330.925|13|3.25
233.49|13|13.0
892.8109|13|2.6
981.15|13|3.25
981.14|13|1.44
981.139|13|4.33
223.844|13|13.0
374.745|13|13.0
691.204|13|4.33
699.6|13|13.0
984.263|13|13.0
695.7034|13|6.5
499.83|13|13.0
499.743|13|6.5
693.404|13|13.0
511.117|13|13.0
573.49|13|13.0
692.09|13|4.33
576.1|13|6.5
574.028|13|6.5
